DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,PK-12,FREE,REDUCED,NOT ELIGIBLE,FREE AND REDUCED,% FREE,% REDUCED,% FREE AND REDUCED
1195,GARFIELD RE-2,3325,GARFIELD RE-2 CENTER FOR INTEGRATIVE STUDIES,338,3,1,334,4,0.89%,0.30%,1.18%
1195,GARFIELD RE-2,3967,HIGHLAND ELEMENTARY SCHOOL,369,177,28,163,205,47.97%,7.59%,55.56%
1195,GARFIELD RE-2,4510,KATHRYN SENOR ELEMENTARY SCHOOL,357,119,32,197,151,33.33%,8.96%,42.30%
1195,GARFIELD RE-2,7356,RIFLE MIDDLE SCHOOL,732,301,78,353,379,41.12%,10.66%,51.78%
1195,GARFIELD RE-2,7360,RIFLE HIGH SCHOOL,615,169,50,396,219,27.48%,8.13%,35.61%
1195,GARFIELD RE-2,7388,RIVERSIDE SCHOOL,696,234,74,388,308,33.62%,10.63%,44.25%
1195,GARFIELD RE-2,7890,CACTUS VALLEY ELEMENTARY SCHOOL,442,141,44,246,185,31.90%,9.95%,41.86%
1195,GARFIELD RE-2,9231,WAMSLEY ELEMENTARY SCHOOL,312,137,32,137,169,43.91%,10.26%,54.17%
1195,GARFIELD RE-2,,DISTRICT TOTAL,4935,1598,457,2840,2055,32.38%,9.26%,41.64%
1220,GARFIELD 16,3578,BEA UNDERWOOD ELEMENTARY SCHOOL,267,91,51,125,142,34.08%,19.10%,53.18%
1220,GARFIELD 16,3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,183,53,17,85,70,28.96%,9.29%,38.25%
1220,GARFIELD 16,3586,GRAND VALLEY HIGH SCHOOL,352,101,47,203,148,28.69%,13.35%,42.05%
1220,GARFIELD 16,3603,L.W. ST. JOHN ELEMENTARY SCHOOL,170,69,27,74,96,40.59%,15.88%,56.47%
1220,GARFIELD 16,8274,GRAND VALLEY MIDDLE SCHOOL,257,93,30,134,123,36.19%,11.67%,47.86%
1220,GARFIELD 16,,DISTRICT TOTAL,1229,407,172,621,579,33.12%,14%,47.11%
1330,GILPIN COUNTY RE-1,1632,GILPIN COUNTY ELEMENTARY SCHOOL,222,32,18,142,50,14.41%,8.11%,22.52%
1330,GILPIN COUNTY RE-1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,139,33,13,92,46,23.74%,9.35%,33.09%
1330,GILPIN COUNTY RE-1,,DISTRICT TOTAL,361,65,31,234,96,18.01%,8.59%,26.59%
1340,WEST GRAND 1-JT.,9416,WEST GRAND ELEMENTARY SCHOOL,230,78,19,133,97,33.91%,8.26%,42.17%
1340,WEST GRAND 1-JT.,9420,WEST GRAND HIGH SCHOOL,108,15,8,85,23,13.89%,7.41%,21.30%
1340,WEST GRAND 1-JT.,9422,WEST GRAND MIDDLE SCHOOL,113,31,8,74,39,27.43%,7.08%,34.51%
1340,WEST GRAND 1-JT.,,DISTRICT TOTAL,451,124,35,292,159,27.49%,7.76%,35.25%
1350,EAST GRAND 2,2376,EAST GRAND MIDDLE SCHOOL,272,44,17,211,61,16.18%,6.25%,22.43%
1350,EAST GRAND 2,3182,FRASER VALLEY ELEMENTARY SCHOOL,283,54,10,213,64,19.08%,3.53%,22.61%
1350,EAST GRAND 2,3556,GRANBY ELEMENTARY SCHOOL,353,91,37,216,128,25.78%,10.48%,36.26%
1350,EAST GRAND 2,3572,GRAND LAKE ELEMENTARY SCHOOL,61,15,10,36,25,24.59%,16.39%,40.98%
1350,EAST GRAND 2,4277,INDIAN PEAKS CHARTER SCHOOL,51,14,10,27,24,27.45%,19.61%,47.06%
1350,EAST GRAND 2,5864,MIDDLE PARK HIGH SCHOOL,418,50,12,356,62,11.96%,2.87%,14.83%
1350,EAST GRAND 2,,DISTRICT TOTAL,1438,268,96,1059,364,18.64%,6.68%,25.31%
1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE COMMUNITY SCHOOL,514,24,11,479,35,4.67%,2.14%,6.81%
1360,GUNNISON WATERSHED RE1J,3690,GUNNISON ELEMENTARY SCHOOL,467,95,35,337,130,20.34%,7.49%,27.84%
1360,GUNNISON WATERSHED RE1J,3694,GUNNISON HIGH SCHOOL,318,42,5,270,47,13.21%,1.57%,14.78%
1360,GUNNISON WATERSHED RE1J,3697,GUNNISON MIDDLE SCHOOL,260,58,12,190,70,22.31%,4.62%,26.92%
1360,GUNNISON WATERSHED RE1J,3701,GUNNISON VALLEY SCHOOL,20,0,0,20,0,0%,0%,0%
1360,GUNNISON WATERSHED RE1J,3702,LAKE SCHOOL,199,37,14,106,51,18.59%,7.04%,25.63%
1360,GUNNISON WATERSHED RE1J,5577,MARBLE CHARTER SCHOOL,40,4,16,20,20,10%,40%,50%
1360,GUNNISON WATERSHED RE1J,,DISTRICT TOTAL,1818,260,93,1422,353,14.30%,5.12%,19.42%
1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,93,15,7,65,22,16.13%,7.53%,23.66%
1380,HINSDALE COUNTY RE 1,,DISTRICT TOTAL,93,15,7,65,22,16.13%,7.53%,23.66%
1390,HUERFANO RE-1,0063,PEAKVIEW SCHOOL,330,221,31,78,252,66.97%,9.39%,76.36%
1390,HUERFANO RE-1,3306,GARDNER ELEMENTARY SCHOOL,68,44,6,18,50,64.71%,8.82%,73.53%
1390,HUERFANO RE-1,4161,HUERFANO COUNTY OPPORTUNITY AND ENRICHMENT SCHOOL,20,11,2,7,13,55%,10%,65%
1390,HUERFANO RE-1,9212,JOHN MALL JUNIOR-SENIOR HIGH SCHOOL,202,111,22,69,133,54.95%,10.89%,65.84%
1390,HUERFANO RE-1,,DISTRICT TOTAL,620,387,61,172,448,62.42%,9.84%,72.26%
1400,LA VETA RE-2,4860,LA VETA ELEMENTARY SCHOOL,118,47,15,50,62,39.83%,12.71%,52.54%
1400,LA VETA RE-2,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,136,47,14,75,61,34.56%,10.29%,44.85%
1400,LA VETA RE-2,,DISTRICT TOTAL,254,94,29,125,123,37.01%,11.42%,48.43%
1410,NORTH PARK R-1 ,6358,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,102,28,18,56,46,27.45%,17.65%,45.10%
1410,NORTH PARK R-1 ,9198,WALDEN ELEMENTARY SCHOOL,128,53,13,46,66,41.41%,10.16%,51.56%
1410,NORTH PARK R-1 ,,DISTRICT TOTAL,230,81,31,102,112,35.22%,13.48%,48.70%
1420,JEFFERSON COUNTY R-1,0030,ADAMS ELEMENTARY SCHOOL,499,112,23,324,135,22.44%,4.61%,27.05%
1420,JEFFERSON COUNTY R-1,0033,MC LAIN HIGH SCHOOL,433,93,36,296,129,21.48%,8.31%,29.79%
1420,JEFFERSON COUNTY R-1,0034,MC LAIN COMMUNITY HIGH SCHOOL,190,18,2,161,20,9.47%,1.05%,10.53%
1420,JEFFERSON COUNTY R-1,0108,ALAMEDA HIGH SCHOOL,746,436,71,232,507,58.45%,9.52%,67.96%
1420,JEFFERSON COUNTY R-1,0148,ALLENDALE ELEMENTARY SCHOOL,224,133,24,67,157,59.38%,10.71%,70.09%
1420,JEFFERSON COUNTY R-1,0366,ARVADA MIDDLE SCHOOL,264,172,42,50,214,65.15%,15.91%,81.06%
1420,JEFFERSON COUNTY R-1,0370,ARVADA HIGH SCHOOL,1199,581,122,488,703,48.46%,10.18%,58.63%
1420,JEFFERSON COUNTY R-1,0378,ARVADA WEST HIGH SCHOOL,1699,301,102,1288,403,17.72%,6%,23.72%
1420,JEFFERSON COUNTY R-1,0660,BEAR CREEK K-8 SCHOOL,1145,284,101,760,385,24.80%,8.82%,33.62%
1420,JEFFERSON COUNTY R-1,0664,BEAR CREEK HIGH SCHOOL,1861,378,127,1353,505,20.31%,6.82%,27.14%
1420,JEFFERSON COUNTY R-1,0694,BELL MIDDLE SCHOOL,533,140,34,358,174,26.27%,6.38%,32.65%
1420,JEFFERSON COUNTY R-1,0724,BELMAR ELEMENTARY SCHOOL,339,119,43,177,162,35.10%,12.68%,47.79%
1420,JEFFERSON COUNTY R-1,0776,BERGEN MEADOW PRIMARY SCHOOL,363,18,9,266,27,4.96%,2.48%,7.44%
1420,JEFFERSON COUNTY R-1,0779,BERGEN VALLEY INTERMEDIATE SCHOOL,328,10,7,311,17,3.05%,2.13%,5.18%
1420,JEFFERSON COUNTY R-1,0950,BRADFORD PRIMARY SCHOOL,454,6,3,445,9,1.32%,0.66%,1.98%
1420,JEFFERSON COUNTY R-1,0951,BLUE HERON ELEMENTARY SCHOOL,496,39,17,400,56,7.86%,3.43%,11.29%
1420,JEFFERSON COUNTY R-1,0952,BRADFORD INTERMEDIATE SCHOOL,373,6,1,366,7,1.61%,0.27%,1.88%
1420,JEFFERSON COUNTY R-1,0965,BRADY EXPLORATION SCHOOL,331,180,26,116,206,54.38%,7.85%,62.24%
1420,JEFFERSON COUNTY R-1,1238,CAMPBELL ELEMENTARY SCHOOL,455,120,34,238,154,26.37%,7.47%,33.85%
1420,JEFFERSON COUNTY R-1,1318,CARMODY MIDDLE SCHOOL,648,188,59,401,247,29.01%,9.10%,38.12%
1420,JEFFERSON COUNTY R-1,1522,CHATFIELD HIGH SCHOOL,2012,128,48,1834,176,6.36%,2.39%,8.75%
1420,JEFFERSON COUNTY R-1,1730,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,133,19,1,113,20,14.29%,0.75%,15.04%
1420,JEFFERSON COUNTY R-1,1790,COLOROW ELEMENTARY SCHOOL,291,65,16,210,81,22.34%,5.50%,27.84%
1420,JEFFERSON COUNTY R-1,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,439,98,29,245,127,22.32%,6.61%,28.93%
1420,JEFFERSON COUNTY R-1,1864,COLUMBINE HIGH SCHOOL,1636,182,64,1385,246,11.12%,3.91%,15.04%
1420,JEFFERSON COUNTY R-1,1869,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,714,30,7,624,37,4.20%,0.98%,5.18%
1420,JEFFERSON COUNTY R-1,1876,CORONADO ELEMENTARY SCHOOL,551,52,15,457,67,9.44%,2.72%,12.16%
1420,JEFFERSON COUNTY R-1,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,343,0,0,317,0,0%,0%,0%
1420,JEFFERSON COUNTY R-1,1886,CONIFER SENIOR HIGH SCHOOL,1008,84,26,893,110,8.33%,2.58%,10.91%
1420,JEFFERSON COUNTY R-1,1976,CREIGHTON MIDDLE SCHOOL,663,263,47,353,310,39.67%,7.09%,46.76%
1420,JEFFERSON COUNTY R-1,2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,1583,149,67,1363,216,9.41%,4.23%,13.64%
1420,JEFFERSON COUNTY R-1,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,1035,28,16,987,44,2.71%,1.55%,4.25%
1420,JEFFERSON COUNTY R-1,2130,DEER CREEK MIDDLE SCHOOL,516,34,26,455,60,6.59%,5.04%,11.63%
1420,JEFFERSON COUNTY R-1,2194,DEVINNY ELEMENTARY SCHOOL,614,77,17,520,94,12.54%,2.77%,15.31%
1420,JEFFERSON COUNTY R-1,2288,DRAKE JUNIOR HIGH SCHOOL,673,105,32,536,137,15.60%,4.75%,20.36%
1420,JEFFERSON COUNTY R-1,2300,DUNSTAN MIDDLE SCHOOL,638,115,29,492,144,18.03%,4.55%,22.57%
1420,JEFFERSON COUNTY R-1,2322,DUTCH CREEK ELEMENTARY SCHOOL,332,111,33,188,144,33.43%,9.94%,43.37%
1420,JEFFERSON COUNTY R-1,2496,EDGEWATER ELEMENTARY SCHOOL,441,354,31,49,385,80.27%,7.03%,87.30%
1420,JEFFERSON COUNTY R-1,2550,EIBER ELEMENTARY SCHOOL,427,356,23,48,379,83.37%,5.39%,88.76%
1420,JEFFERSON COUNTY R-1,2616,ELK CREEK ELEMENTARY SCHOOL,339,46,13,280,59,13.57%,3.83%,17.40%
1420,JEFFERSON COUNTY R-1,2799,EXCEL ACADEMY CHARTER SCHOOL,449,50,23,376,73,11.14%,5.12%,16.26%
1420,JEFFERSON COUNTY R-1,2820,EVERITT MIDDLE SCHOOL,478,239,48,190,287,50%,10.04%,60.04%
1420,JEFFERSON COUNTY R-1,2832,EVERGREEN MIDDLE SCHOOL,662,54,18,590,72,8.16%,2.72%,10.88%
1420,JEFFERSON COUNTY R-1,2836,EVERGREEN HIGH SCHOOL,988,59,24,898,83,5.97%,2.43%,8.40%
1420,JEFFERSON COUNTY R-1,2866,FAIRMOUNT ELEMENTARY SCHOOL,598,28,13,557,41,4.68%,2.17%,6.86%
1420,JEFFERSON COUNTY R-1,2946,FITZMORRIS ELEMENTARY SCHOOL,225,128,25,72,153,56.89%,11.11%,68%
1420,JEFFERSON COUNTY R-1,2963,FALCON BLUFFS MIDDLE SCHOOL,678,55,22,599,77,8.11%,3.24%,11.36%
1420,JEFFERSON COUNTY R-1,3025,FOOTHILLS ELEMENTARY SCHOOL,332,145,28,148,173,43.67%,8.43%,52.11%
1420,JEFFERSON COUNTY R-1,3088,FOSTER ELEMENTARY SCHOOL,469,277,28,151,305,59.06%,5.97%,65.03%
1420,JEFFERSON COUNTY R-1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,332,26,13,239,39,7.83%,3.92%,11.75%
1420,JEFFERSON COUNTY R-1,3216,FREMONT ELEMENTARY SCHOOL,365,100,18,247,118,27.40%,4.93%,32.33%
1420,JEFFERSON COUNTY R-1,3250,NORMA ANDERSON PRESCHOOL,115,6,0,60,6,5.22%,0%,5.22%
1420,JEFFERSON COUNTY R-1,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,288,124,25,138,149,43.06%,8.68%,51.74%
1420,JEFFERSON COUNTY R-1,3502,GOLDEN HIGH SCHOOL,1296,184,65,1044,249,14.20%,5.02%,19.21%
1420,JEFFERSON COUNTY R-1,3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,488,31,13,443,44,6.35%,2.66%,9.02%
1420,JEFFERSON COUNTY R-1,3622,GREEN GABLES ELEMENTARY SCHOOL,332,83,8,241,91,25%,2.41%,27.41%
1420,JEFFERSON COUNTY R-1,3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,378,122,24,195,146,32.28%,6.35%,38.62%
1420,JEFFERSON COUNTY R-1,3628,GREEN MOUNTAIN HIGH SCHOOL,1351,158,56,1131,214,11.70%,4.15%,15.84%
1420,JEFFERSON COUNTY R-1,3726,HACKBERRY HILL ELEMENTARY SCHOOL,472,94,39,339,133,19.92%,8.26%,28.18%
1420,JEFFERSON COUNTY R-1,4190,HUTCHINSON ELEMENTARY SCHOOL,414,31,11,372,42,7.49%,2.66%,10.14%
1420,JEFFERSON COUNTY R-1,4402,JEFFERSON ACADEMY CHARTER SCHOOL,377,17,15,345,32,4.51%,3.98%,8.49%
1420,JEFFERSON COUNTY R-1,4404,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,168,0,0,168,0,0%,0%,0%
1420,JEFFERSON COUNTY R-1,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,92,11,0,69,11,11.96%,0%,11.96%
1420,JEFFERSON COUNTY R-1,4410,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,290,1,0,289,1,0.34%,0%,0.34%
1420,JEFFERSON COUNTY R-1,4422,JEFFERSON HIGH SCHOOL,599,471,50,77,521,78.63%,8.35%,86.98%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,416,84,31,299,115,20.19%,7.45%,27.64%
1420,JEFFERSON COUNTY R-1,4548,KEN CARYL MIDDLE SCHOOL,594,87,31,475,118,14.65%,5.22%,19.87%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,560,106,58,358,164,18.93%,10.36%,29.29%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,433,107,25,282,132,24.71%,5.77%,30.48%
1420,JEFFERSON COUNTY R-1,4798,JOHNSON INTERVENTION,45,30,2,12,32,66.67%,4.44%,71.11%
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,278,181,34,60,215,65.11%,12.23%,77.34%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,586,57,18,511,75,9.73%,3.07%,12.80%
1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,1966,434,108,1412,542,22.08%,5.49%,27.57%
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,646,432,77,137,509,66.87%,11.92%,78.79%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,415,246,39,129,285,59.28%,9.40%,68.67%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,445,63,14,336,77,14.16%,3.15%,17.30%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,492,4,0,488,4,0.81%,0%,0.81%
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,381,142,29,210,171,37.27%,7.61%,44.88%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,467,54,29,384,83,11.56%,6.21%,17.77%
1420,JEFFERSON COUNTY R-1,5354,LUMBERG ELEMENTARY SCHOOL,516,429,32,55,461,83.14%,6.20%,89.34%
1420,JEFFERSON COUNTY R-1,5415,ROCKY MOUNTAIN DEAF SCHOOL,48,14,6,28,20,29.17%,12.50%,41.67%
1420,JEFFERSON COUNTY R-1,5454,MANDALAY MIDDLE SCHOOL,420,90,35,295,125,21.43%,8.33%,29.76%
1420,JEFFERSON COUNTY R-1,5472,MANNING OPTIONS SCHOOL,447,31,11,404,42,6.94%,2.46%,9.40%
1420,JEFFERSON COUNTY R-1,5524,MAPLE GROVE ELEMENTARY SCHOOL,408,22,6,380,28,5.39%,1.47%,6.86%
1420,JEFFERSON COUNTY R-1,5580,MARSHDALE ELEMENTARY SCHOOL,343,18,11,314,29,5.25%,3.21%,8.45%
1420,JEFFERSON COUNTY R-1,5596,MARTENSEN ELEMENTARY SCHOOL,238,127,25,83,152,53.36%,10.50%,63.87%
1420,JEFFERSON COUNTY R-1,5623,LONGVIEW HIGH SCHOOL,53,8,1,44,9,15.09%,1.89%,16.98%
1420,JEFFERSON COUNTY R-1,5758,MEIKLEJOHN ELEMENTARY,535,17,0,413,17,3.18%,0%,3.18%
1420,JEFFERSON COUNTY R-1,5892,MILLER SPECIAL EDUCATION,207,36,3,154,39,17.39%,1.45%,18.84%
1420,JEFFERSON COUNTY R-1,5944,MITCHELL ELEMENTARY SCHOOL,588,67,14,507,81,11.39%,2.38%,13.78%
1420,JEFFERSON COUNTY R-1,5972,MOLHOLM ELEMENTARY SCHOOL,539,426,32,76,458,79.04%,5.94%,84.97%
1420,JEFFERSON COUNTY R-1,5994,MONTESSORI PEAKS CHARTER ACADEMY,504,26,15,395,41,5.16%,2.98%,8.13%
1420,JEFFERSON COUNTY R-1,6090,MOORE MIDDLE SCHOOL,534,142,54,337,196,26.59%,10.11%,36.70%
1420,JEFFERSON COUNTY R-1,6133,MORTENSEN ELEMENTARY SCHOOL,461,79,15,350,94,17.14%,3.25%,20.39%
1420,JEFFERSON COUNTY R-1,6135,MOUNT CARBON ELEMENTARY SCHOOL,402,34,13,355,47,8.46%,3.23%,11.69%
1420,JEFFERSON COUNTY R-1,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,31,0,0,31,0,0%,0%,0%
1420,JEFFERSON COUNTY R-1,6237,NEW AMERICA SCHOOL,251,136,17,77,153,54.18%,6.77%,60.96%
1420,JEFFERSON COUNTY R-1,6286,NORMANDY ELEMENTARY SCHOOL,708,39,20,649,59,5.51%,2.82%,8.33%
1420,JEFFERSON COUNTY R-1,6330,NORTH ARVADA MIDDLE SCHOOL,460,201,64,194,265,43.70%,13.91%,57.61%
1420,JEFFERSON COUNTY R-1,6470,OBERON JUNIOR HIGH SCHOOL,752,106,49,597,155,14.10%,6.52%,20.61%
1420,JEFFERSON COUNTY R-1,6474,O'CONNELL MIDDLE SCHOOL,416,305,44,65,349,73.32%,10.58%,83.89%
1420,JEFFERSON COUNTY R-1,6539,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,238,65,37,129,102,27.31%,15.55%,42.86%
1420,JEFFERSON COUNTY R-1,6541,JEFFERSON COUNTY OPEN SECONDARY,330,73,36,221,109,22.12%,10.91%,33.03%
1420,JEFFERSON COUNTY R-1,6804,PARMALEE ELEMENTARY SCHOOL,218,22,10,186,32,10.09%,4.59%,14.68%
1420,JEFFERSON COUNTY R-1,6806,PARR ELEMENTARY SCHOOL,384,137,22,167,159,35.68%,5.73%,41.41%
1420,JEFFERSON COUNTY R-1,6808,PATTERSON ELEMENTARY SCHOOL,609,167,37,329,204,27.42%,6.08%,33.50%
1420,JEFFERSON COUNTY R-1,6828,PECK ELEMENTARY SCHOOL,412,142,33,236,175,34.47%,8.01%,42.48%
1420,JEFFERSON COUNTY R-1,6844,PEIFFER ELEMENTARY SCHOOL,406,99,24,283,123,24.38%,5.91%,30.30%
1420,JEFFERSON COUNTY R-1,6848,PENNINGTON ELEMENTARY SCHOOL,287,175,25,84,200,60.98%,8.71%,69.69%
1420,JEFFERSON COUNTY R-1,7078,PLEASANT VIEW ELEMENTARY SCHOOL,236,126,29,76,155,53.39%,12.29%,65.68%
1420,JEFFERSON COUNTY R-1,7114,POMONA HIGH SCHOOL,1596,289,130,1168,419,18.11%,8.15%,26.25%
1420,JEFFERSON COUNTY R-1,7128,POWDERHORN ELEMENTARY SCHOOL,663,71,44,548,115,10.71%,6.64%,17.35%
1420,JEFFERSON COUNTY R-1,7190,PROSPECT VALLEY ELEMENTARY SCHOOL,495,80,17,397,97,16.16%,3.43%,19.60%
1420,JEFFERSON COUNTY R-1,7238,RALSTON ELEMENTARY SCHOOL,331,9,0,322,9,2.72%,0%,2.72%
1420,JEFFERSON COUNTY R-1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,1675,86,38,1547,124,5.13%,2.27%,7.40%
1420,JEFFERSON COUNTY R-1,7282,RED ROCKS ELEMENTARY SCHOOL,314,22,7,285,29,7.01%,2.23%,9.24%
1420,JEFFERSON COUNTY R-1,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,433,12,2,375,14,2.77%,0.46%,3.23%
1420,JEFFERSON COUNTY R-1,7483,ROONEY RANCH ELEMENTARY SCHOOL,416,40,17,359,57,9.62%,4.09%,13.70%
1420,JEFFERSON COUNTY R-1,7520,RUSSELL ELEMENTARY SCHOOL,277,210,32,35,242,75.81%,11.55%,87.36%
1420,JEFFERSON COUNTY R-1,7529,RYAN ELEMENTARY SCHOOL,574,97,27,450,124,16.90%,4.70%,21.60%
1420,JEFFERSON COUNTY R-1,7701,COLLEGIATE ACADEMY OF COLORADO,496,49,29,415,78,9.88%,5.85%,15.73%
1420,JEFFERSON COUNTY R-1,7708,SECREST ELEMENTARY SCHOOL,350,181,46,123,227,51.71%,13.14%,64.86%
1420,JEFFERSON COUNTY R-1,7753,SEMPER ELEMENTARY SCHOOL,434,80,27,327,107,18.43%,6.22%,24.65%
1420,JEFFERSON COUNTY R-1,7780,SHAFFER ELEMENTARY SCHOOL,645,23,5,617,28,3.57%,0.78%,4.34%
1420,JEFFERSON COUNTY R-1,7833,SHELTON ELEMENTARY SCHOOL,409,95,27,287,122,23.23%,6.60%,29.83%
1420,JEFFERSON COUNTY R-1,7870,SIERRA ELEMENTARY SCHOOL,560,51,9,500,60,9.11%,1.61%,10.71%
1420,JEFFERSON COUNTY R-1,7962,SLATER ELEMENTARY SCHOOL,331,173,31,125,204,52.27%,9.37%,61.63%
1420,JEFFERSON COUNTY R-1,8036,SOBESKY ACADEMY,84,41,5,31,46,48.81%,5.95%,54.76%
1420,JEFFERSON COUNTY R-1,8090,DEANE ELEMENTARY SCHOOL,461,329,51,79,380,71.37%,11.06%,82.43%
1420,JEFFERSON COUNTY R-1,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,546,201,26,319,227,36.81%,4.76%,41.58%
1420,JEFFERSON COUNTY R-1,8209,STANDLEY LAKE HIGH SCHOOL,1535,214,90,1227,304,13.94%,5.86%,19.80%
1420,JEFFERSON COUNTY R-1,8248,STEIN ELEMENTARY SCHOOL,749,541,69,132,610,72.23%,9.21%,81.44%
1420,JEFFERSON COUNTY R-1,8272,STEVENS ELEMENTARY SCHOOL,386,271,33,82,304,70.21%,8.55%,78.76%
1420,JEFFERSON COUNTY R-1,8276,STOBER ELEMENTARY SCHOOL,300,108,17,175,125,36%,5.67%,41.67%
1420,JEFFERSON COUNTY R-1,8280,STONY CREEK ELEMENTARY SCHOOL,699,102,40,500,142,14.59%,5.72%,20.31%
1420,JEFFERSON COUNTY R-1,8300,STOTT ELEMENTARY SCHOOL,355,73,27,228,100,20.56%,7.61%,28.17%
1420,JEFFERSON COUNTY R-1,8381,SUMMIT RIDGE MIDDLE SCHOOL,820,91,38,691,129,11.10%,4.63%,15.73%
1420,JEFFERSON COUNTY R-1,8432,SWANSON ELEMENTARY SCHOOL,543,307,62,157,369,56.54%,11.42%,67.96%
1420,JEFFERSON COUNTY R-1,8458,JOHN AND KAREN LITZ PRESCHOOL,84,2,0,35,2,2.38%,0%,2.38%
1420,JEFFERSON COUNTY R-1,8834,THOMSON ELEMENTARY SCHOOL,429,198,58,173,256,46.15%,13.52%,59.67%
1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,426,20,17,389,37,4.69%,3.99%,8.69%
1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,544,35,23,486,58,6.43%,4.23%,10.66%
1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,550,110,31,409,141,20%,5.64%,25.64%
1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,252,116,13,113,129,46.03%,5.16%,51.19%
1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,338,113,19,206,132,33.43%,5.62%,39.05%
1420,JEFFERSON COUNTY R-1,9234,WARREN OCCUPATION TECHNICAL CENTER,39,0,0,13,0,0%,0%,0%
1420,JEFFERSON COUNTY R-1,9245,WARREN TECH NORTH,6,0,0,2,0,0%,0%,0%
1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,338,51,29,257,80,15.09%,8.58%,23.67%
1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,458,103,35,320,138,22.49%,7.64%,30.13%
1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,311,140,40,131,180,45.02%,12.86%,57.88%
1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,607,248,84,274,332,40.86%,13.84%,54.70%
1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,362,36,7,246,43,9.94%,1.93%,11.88%
1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,539,29,26,484,55,5.38%,4.82%,10.20%
1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,577,53,18,506,71,9.19%,3.12%,12.31%
1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,659,26,5,628,31,3.95%,0.76%,4.70%
1420,JEFFERSON COUNTY R-1,9432,DENNISON ELEMENTARY SCHOOL,626,25,17,584,42,3.99%,2.72%,6.71%
