DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,PK,K,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL
1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,73,70,66,53,262
1050,ELLICOTT 22,,DISTRICT TOTAL,72,62,63,53,62,75,55,58,72,62,73,70,66,53,896
1060,PEYTON 23 JT,6898,PEYTON ELEMENTARY SCHOOL,23,38,39,48,52,58,50,58,0,0,0,0,0,0,366
1060,PEYTON 23 JT,6902,PEYTON JUNIOR/SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,52,61,56,54,63,42,328
1060,PEYTON 23 JT,,DISTRICT TOTAL,23,38,39,48,52,58,50,58,52,61,56,54,63,42,694
1070,HANOVER 28,3754,HANOVER ELEMENTARY SCHOOL,13,10,8,10,12,18,14,0,0,0,0,0,0,0,85
1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,21,21,22,20,16,18,26,144
1070,HANOVER 28,6701,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,0,8,8,12,9,0,0,0,0,0,0,0,0,0,37
1070,HANOVER 28,,DISTRICT TOTAL,13,18,16,22,21,18,14,21,21,22,20,16,18,26,266
1080,LEWIS-PALMER 38,1972,CREEKSIDE MIDDLE SCHOOL,0,0,0,0,0,0,0,148,182,213,0,0,0,0,543
1080,LEWIS-PALMER 38,3539,GRACE BEST ELEMENTARY SCHOOL,40,62,80,76,91,84,81,0,0,0,0,0,0,0,514
1080,LEWIS-PALMER 38,4686,RAY E KILMER ELEMENTARY SCHOOL,27,41,46,47,52,52,66,0,0,0,0,0,0,0,331
1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,57,100,86,81,94,90,82,62,58,41,0,0,0,0,751
1080,LEWIS-PALMER 38,5096,LEWIS-PALMER ELEMENTARY SCHOOL,35,49,44,58,76,74,93,0,0,0,0,0,0,0,429
1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,0,0,0,0,0,0,0,237,243,278,0,0,0,0,758
1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,203,202,241,515,1161
1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,300,281,243,0,824
1080,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,33,38,35,67,48,58,52,0,0,0,0,0,0,0,331
1080,LEWIS-PALMER 38,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,7,39,46,46,45,56,69,0,0,0,0,0,0,0,308
1080,LEWIS-PALMER 38,,DISTRICT TOTAL,199,329,337,375,406,414,443,447,483,532,503,483,484,515,5950
1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,0,88,100,86,85,78,67,80,55,58,0,0,0,0,697
1110,FALCON 49,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,15,124,94,107,114,115,97,0,0,0,0,0,0,0,666
1110,FALCON 49,2902,FALCON ELEMENTARY SCHOOL,12,54,48,54,49,56,53,0,0,0,0,0,0,0,326
1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,0,0,0,0,0,0,0,325,293,285,0,0,0,0,903
1110,FALCON 49,2908,FALCON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,379,328,302,278,1287
1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,0,0,0,0,0,0,0,227,210,235,0,0,0,0,672
1110,FALCON 49,4251,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,0,113,111,92,80,68,51,41,36,0,0,0,0,0,592
1110,FALCON 49,5779,MERIDIAN RANCH ELEMENTARY SCHOOL,19,98,85,79,107,94,113,0,0,0,0,0,0,0,595
1110,FALCON 49,6483,ODYSSEY ELEMENTARY SCHOOL,19,92,89,107,72,79,90,0,0,0,0,0,0,0,548
1110,FALCON 49,6810,PATRIOT LEARNING CENTER,0,0,0,0,0,0,0,12,13,26,1,22,32,94,200
1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,0,50,50,58,27,35,43,27,29,26,0,0,0,0,345
1110,FALCON 49,7317,REMINGTON ELEMENTARY SCHOOL,43,94,92,93,82,89,93,0,0,0,0,0,0,0,586
1110,FALCON 49,7339,RIDGEVIEW ELEMENTARY SCHOOL,64,109,107,96,114,111,117,0,0,0,0,0,0,0,718
1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,0,106,107,82,104,80,89,79,60,53,46,18,0,0,824
1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,305,266,265,460,1296
1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,0,0,0,0,0,0,0,400,375,403,0,0,0,0,1178
1110,FALCON 49,8010,SPRINGS RANCH ELEMENTARY SCHOOL,23,111,103,104,112,102,108,0,0,0,0,0,0,0,663
1110,FALCON 49,8266,STETSON ELEMENTARY SCHOOL,20,104,102,89,128,104,133,0,0,0,0,0,0,0,680
1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,301,315,261,19,896
1110,FALCON 49,9706,WOODMEN HILLS ELEMENTARY SCHOOL,35,113,116,108,112,135,107,0,0,0,0,0,0,0,726
1110,FALCON 49,,DISTRICT TOTAL,250,1256,1204,1155,1186,1146,1161,1191,1071,1086,1032,949,860,851,14398
1120,EDISON 54 JT,2504,EDISON ACADEMY,0,1,4,2,10,8,7,9,7,10,26,26,30,42,182
1120,EDISON 54 JT,2514,EDISON ELEMENTARY SCHOOL,9,6,9,12,12,9,9,0,0,0,0,0,0,0,66
1120,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,10,7,8,7,10,6,9,57
1120,EDISON 54 JT,,DISTRICT TOTAL,9,7,13,14,22,17,16,19,14,18,33,36,36,51,305
1130,MIAMI/YODER 60 JT,5850,MIAMI/YODER ELEMENTARY SCHOOL,20,16,17,15,26,29,27,0,0,0,0,0,0,0,150
1130,MIAMI/YODER 60 JT,5854,MIAMI-YODER SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,27,24,33,25,109
1130,MIAMI/YODER 60 JT,5870,MIAMI-YODER JUNIOR HIGH SCHOOL,0,0,0,0,0,0,0,15,31,24,0,0,0,0,70
1130,MIAMI/YODER 60 JT,,DISTRICT TOTAL,20,16,17,15,26,29,27,15,31,24,27,24,33,25,329
1140,CANON CITY RE-1,1262,CANON CITY MIDDLE SCHOOL,0,0,0,0,0,0,0,132,150,174,0,0,0,0,456
1140,CANON CITY RE-1,1266,CANON CITY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,265,276,258,266,1065
1140,CANON CITY RE-1,3211,GARDEN PARK HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,20,17,22,37,96
1140,CANON CITY RE-1,3802,HARRISON SCHOOL,0,66,61,70,51,76,63,115,119,90,0,0,0,0,711
1140,CANON CITY RE-1,5166,LINCOLN ELEMENTARY SCHOOL,0,40,39,39,31,39,44,0,0,0,0,0,0,0,232
1140,CANON CITY RE-1,5414,MADISON EXPLORATORY SCHOOL,0,0,9,14,12,12,13,9,0,0,0,0,0,0,69
1140,CANON CITY RE-1,5704,MCKINLEY ELEMENTARY SCHOOL,0,44,46,49,44,33,47,0,0,0,0,0,0,0,263
1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,0,25,27,27,27,27,28,24,26,21,0,0,0,0,232
1140,CANON CITY RE-1,7950,SKYLINE ELEMENTARY SCHOOL,0,39,38,32,47,33,26,0,0,0,0,0,0,0,215
1140,CANON CITY RE-1,9248,WASHINGTON ELEMENTARY SCHOOL,0,52,67,62,57,70,52,0,0,0,0,0,0,0,360
1140,CANON CITY RE-1,,DISTRICT TOTAL,0,266,287,293,269,290,273,280,295,285,285,293,280,303,3699
1150,FREMONT RE-2,3002,FLORENCE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,123,126,137,119,505
1150,FREMONT RE-2,3224,FREMONT ELEMENTARY SCHOOL,0,80,70,68,69,82,77,0,0,0,0,0,0,0,446
1150,FREMONT RE-2,3226,FREMONT MIDDLE SCHOOL,0,0,0,0,0,0,0,114,156,151,0,0,0,0,421
1150,FREMONT RE-2,6858,PENROSE ELEMENTARY SCHOOL,0,40,32,41,51,47,40,0,0,0,0,0,0,0,251
1150,FREMONT RE-2,,DISTRICT TOTAL,0,120,102,109,120,129,117,114,156,151,123,126,137,119,1623
1160,COTOPAXI RE-3,3220,COTOPAXI ELEMENTARY SCHOOL,18,19,17,21,16,11,12,0,0,0,0,0,0,0,114
1160,COTOPAXI RE-3,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,11,12,14,14,16,21,22,110
1160,COTOPAXI RE-3,,DISTRICT TOTAL,18,19,17,21,16,11,12,11,12,14,14,16,21,22,224
1180,ROARING FORK RE-1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,0,14,15,14,15,15,15,15,14,15,0,0,0,0,132
1180,ROARING FORK RE-1,0560,BASALT ELEMENTARY SCHOOL,29,117,164,129,114,116,0,0,0,0,0,0,0,0,669
1180,ROARING FORK RE-1,0561,BASALT MIDDLE SCHOOL,0,0,0,0,0,0,102,107,99,122,0,0,0,0,430
1180,ROARING FORK RE-1,0570,BASALT HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,108,108,102,126,444
1180,ROARING FORK RE-1,1006,BRIDGES,0,0,0,0,0,0,0,0,0,0,8,18,22,35,83
1180,ROARING FORK RE-1,1296,CARBONDALE MIDDLE SCHOOL,0,0,0,0,0,0,83,79,74,77,0,0,0,0,313
1180,ROARING FORK RE-1,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,37,85,112,86,80,97,0,0,0,0,0,0,0,0,497
1180,ROARING FORK RE-1,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,19,90,92,95,84,84,63,0,0,0,0,0,0,0,527
1180,ROARING FORK RE-1,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,168,186,157,0,0,0,0,511
1180,ROARING FORK RE-1,3468,GLENWOOD SPRINGS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,244,205,172,148,769
1180,ROARING FORK RE-1,7422,ROARING FORK HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,89,77,84,65,315
1180,ROARING FORK RE-1,8038,SOPRIS ELEMENTARY SCHOOL,28,104,103,100,110,117,92,0,0,0,0,0,0,0,654
1180,ROARING FORK RE-1,,DISTRICT TOTAL,113,410,486,424,403,429,355,369,373,371,449,408,380,374,5344
1195,GARFIELD RE-2,0065,COAL RIDGE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,127,104,118,109,458
1195,GARFIELD RE-2,2573,ELK CREEK ELEMENTARY,26,57,50,49,50,53,0,0,0,0,0,0,0,0,285
1195,GARFIELD RE-2,3281,GRAHAM MESA ELEMENTARY SCHOOL,24,60,58,61,66,62,0,0,0,0,0,0,0,0,331
1195,GARFIELD RE-2,3325,GARFIELD RE-2 CENTER FOR INTEGRATIVE STUDIES,0,0,0,0,0,0,0,0,0,0,28,97,108,105,338
1195,GARFIELD RE-2,3967,HIGHLAND ELEMENTARY SCHOOL,27,75,69,65,66,67,0,0,0,0,0,0,0,0,369
1195,GARFIELD RE-2,4510,KATHRYN SENOR ELEMENTARY SCHOOL,28,63,59,68,67,72,0,0,0,0,0,0,0,0,357
1195,GARFIELD RE-2,7356,RIFLE MIDDLE SCHOOL,0,0,0,0,0,0,198,166,190,178,0,0,0,0,732
1195,GARFIELD RE-2,7360,RIFLE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,175,160,132,148,615
1195,GARFIELD RE-2,7388,RIVERSIDE SCHOOL,0,0,0,0,0,0,190,174,181,151,0,0,0,0,696
1195,GARFIELD RE-2,7890,CACTUS VALLEY ELEMENTARY SCHOOL,29,75,85,80,81,92,0,0,0,0,0,0,0,0,442
1195,GARFIELD RE-2,9231,WAMSLEY ELEMENTARY SCHOOL,25,61,50,57,62,57,0,0,0,0,0,0,0,0,312
1195,GARFIELD RE-2,,DISTRICT TOTAL,159,391,371,380,392,403,388,340,371,329,330,361,358,362,4935
1220,GARFIELD 16,3578,BEA UNDERWOOD ELEMENTARY SCHOOL,0,0,93,96,78,0,0,0,0,0,0,0,0,0,267
1220,GARFIELD 16,3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,105,78,0,0,0,0,0,0,0,0,0,0,0,0,183
1220,GARFIELD 16,3586,GRAND VALLEY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,90,83,91,88,352
1220,GARFIELD 16,3603,L.W. ST. JOHN ELEMENTARY SCHOOL,0,0,0,0,0,86,84,0,0,0,0,0,0,0,170
1220,GARFIELD 16,8274,GRAND VALLEY MIDDLE SCHOOL,0,0,0,0,0,0,0,83,84,90,0,0,0,0,257
1220,GARFIELD 16,,DISTRICT TOTAL,105,78,93,96,78,86,84,83,84,90,90,83,91,88,1229
1330,GILPIN COUNTY RE-1,1632,GILPIN COUNTY ELEMENTARY SCHOOL,45,30,30,34,30,31,22,0,0,0,0,0,0,0,222
1330,GILPIN COUNTY RE-1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,0,0,0,0,0,0,0,17,24,19,20,23,20,16,139
1330,GILPIN COUNTY RE-1,,DISTRICT TOTAL,45,30,30,34,30,31,22,17,24,19,20,23,20,16,361
1340,WEST GRAND 1-JT.,9416,WEST GRAND ELEMENTARY SCHOOL,0,35,43,37,35,35,45,0,0,0,0,0,0,0,230
1340,WEST GRAND 1-JT.,9420,WEST GRAND HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,29,27,24,28,108
1340,WEST GRAND 1-JT.,9422,WEST GRAND MIDDLE SCHOOL,0,0,0,0,0,0,0,37,30,46,0,0,0,0,113
1340,WEST GRAND 1-JT.,,DISTRICT TOTAL,0,35,43,37,35,35,45,37,30,46,29,27,24,28,451
1350,EAST GRAND 2,2376,EAST GRAND MIDDLE SCHOOL,0,0,0,0,0,0,0,101,90,81,0,0,0,0,272
1350,EAST GRAND 2,3182,FRASER VALLEY ELEMENTARY SCHOOL,15,45,45,45,53,46,34,0,0,0,0,0,0,0,283
1350,EAST GRAND 2,3556,GRANBY ELEMENTARY SCHOOL,42,48,63,44,46,64,46,0,0,0,0,0,0,0,353
1350,EAST GRAND 2,3572,GRAND LAKE ELEMENTARY SCHOOL,0,8,9,10,8,13,13,0,0,0,0,0,0,0,61
1350,EAST GRAND 2,4277,INDIAN PEAKS CHARTER SCHOOL,0,5,6,6,4,4,5,6,5,10,0,0,0,0,51
1350,EAST GRAND 2,5864,MIDDLE PARK HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,105,110,94,109,418
1350,EAST GRAND 2,,DISTRICT TOTAL,57,106,123,105,111,127,98,107,95,91,105,110,94,109,1438
1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE COMMUNITY SCHOOL,0,49,57,50,56,36,39,40,32,44,30,29,31,21,514
1360,GUNNISON WATERSHED RE1J,3690,GUNNISON ELEMENTARY SCHOOL,0,0,89,102,92,97,87,0,0,0,0,0,0,0,467
1360,GUNNISON WATERSHED RE1J,3694,GUNNISON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,73,83,82,80,318
1360,GUNNISON WATERSHED RE1J,3697,GUNNISON MIDDLE SCHOOL,0,0,0,0,0,0,0,71,84,105,0,0,0,0,260
1360,GUNNISON WATERSHED RE1J,3701,GUNNISON VALLEY SCHOOL,0,0,0,0,0,0,0,0,0,0,2,3,10,5,20
1360,GUNNISON WATERSHED RE1J,3702,LAKE SCHOOL,89,110,0,0,0,0,0,0,0,0,0,0,0,0,199
1360,GUNNISON WATERSHED RE1J,5577,MARBLE CHARTER SCHOOL,0,6,7,3,4,4,2,4,6,3,1,0,0,0,40
1360,GUNNISON WATERSHED RE1J,,DISTRICT TOTAL,89,165,153,155,152,137,128,115,122,152,106,115,123,106,1818
1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,13,6,9,4,7,9,6,9,3,9,5,5,4,4,93
1380,HINSDALE COUNTY RE 1,,DISTRICT TOTAL,13,6,9,4,7,9,6,9,3,9,5,5,4,4,93
1390,HUERFANO RE-1,0063,PEAKVIEW SCHOOL,27,39,61,28,42,37,37,34,25,0,0,0,0,0,330
1390,HUERFANO RE-1,3306,GARDNER ELEMENTARY SCHOOL,8,4,5,7,9,4,13,7,3,8,0,0,0,0,68
1390,HUERFANO RE-1,4161,HUERFANO COUNTY OPPORTUNITY AND ENRICHMENT SCHOOL,0,0,0,0,0,0,0,0,0,1,11,4,3,1,20
1390,HUERFANO RE-1,9212,JOHN MALL JUNIOR-SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,33,52,43,38,36,202
1390,HUERFANO RE-1,,DISTRICT TOTAL,35,43,66,35,51,41,50,41,28,42,63,47,41,37,620
1400,LA VETA RE-2,4860,LA VETA ELEMENTARY SCHOOL,11,11,22,18,13,15,11,17,0,0,0,0,0,0,118
1400,LA VETA RE-2,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,16,16,30,26,27,21,136
1400,LA VETA RE-2,,DISTRICT TOTAL,11,11,22,18,13,15,11,17,16,16,30,26,27,21,254
1410,NORTH PARK R-1 ,6358,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,19,11,14,12,19,9,18,102
1410,NORTH PARK R-1 ,9198,WALDEN ELEMENTARY SCHOOL,31,17,19,17,13,13,18,0,0,0,0,0,0,0,128
1410,NORTH PARK R-1 ,,DISTRICT TOTAL,31,17,19,17,13,13,18,19,11,14,12,19,9,18,230
1420,JEFFERSON COUNTY R-1,0030,ADAMS ELEMENTARY SCHOOL,96,67,63,57,48,67,54,47,0,0,0,0,0,0,499
1420,JEFFERSON COUNTY R-1,0033,MC LAIN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,4,32,146,251,433
1420,JEFFERSON COUNTY R-1,0034,MC LAIN COMMUNITY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,190,190
1420,JEFFERSON COUNTY R-1,0108,ALAMEDA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,195,213,170,168,746
1420,JEFFERSON COUNTY R-1,0148,ALLENDALE ELEMENTARY SCHOOL,0,26,28,30,29,35,33,43,0,0,0,0,0,0,224
1420,JEFFERSON COUNTY R-1,0366,ARVADA MIDDLE SCHOOL,0,0,0,0,0,0,0,0,134,130,0,0,0,0,264
1420,JEFFERSON COUNTY R-1,0370,ARVADA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,310,292,276,321,1199
1420,JEFFERSON COUNTY R-1,0378,ARVADA WEST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,442,458,416,383,1699
1420,JEFFERSON COUNTY R-1,0660,BEAR CREEK K-8 SCHOOL,0,111,138,109,128,136,149,166,119,89,0,0,0,0,1145
1420,JEFFERSON COUNTY R-1,0664,BEAR CREEK HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,525,484,418,434,1861
1420,JEFFERSON COUNTY R-1,0694,BELL MIDDLE SCHOOL,0,0,0,0,0,0,0,0,251,282,0,0,0,0,533
1420,JEFFERSON COUNTY R-1,0724,BELMAR ELEMENTARY SCHOOL,0,49,48,42,44,44,55,57,0,0,0,0,0,0,339
1420,JEFFERSON COUNTY R-1,0776,BERGEN MEADOW PRIMARY SCHOOL,82,74,124,83,0,0,0,0,0,0,0,0,0,0,363
1420,JEFFERSON COUNTY R-1,0779,BERGEN VALLEY INTERMEDIATE SCHOOL,0,0,0,0,113,106,109,0,0,0,0,0,0,0,328
1420,JEFFERSON COUNTY R-1,0950,BRADFORD PRIMARY SCHOOL,0,104,92,136,122,0,0,0,0,0,0,0,0,0,454
1420,JEFFERSON COUNTY R-1,0951,BLUE HERON ELEMENTARY SCHOOL,55,72,64,69,70,52,64,50,0,0,0,0,0,0,496
1420,JEFFERSON COUNTY R-1,0952,BRADFORD INTERMEDIATE SCHOOL,0,0,0,0,0,124,117,132,0,0,0,0,0,0,373
1420,JEFFERSON COUNTY R-1,0965,BRADY EXPLORATION SCHOOL,0,0,0,0,0,0,0,0,0,0,5,60,238,28,331
1420,JEFFERSON COUNTY R-1,1238,CAMPBELL ELEMENTARY SCHOOL,131,53,41,42,55,41,42,50,0,0,0,0,0,0,455
1420,JEFFERSON COUNTY R-1,1318,CARMODY MIDDLE SCHOOL,0,0,0,0,0,0,0,0,339,309,0,0,0,0,648
1420,JEFFERSON COUNTY R-1,1522,CHATFIELD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,488,491,536,497,2012
1420,JEFFERSON COUNTY R-1,1730,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,0,23,14,14,17,15,10,21,13,6,0,0,0,0,133
1420,JEFFERSON COUNTY R-1,1790,COLOROW ELEMENTARY SCHOOL,0,37,44,48,40,40,41,41,0,0,0,0,0,0,291
1420,JEFFERSON COUNTY R-1,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,126,53,51,53,43,37,40,36,0,0,0,0,0,0,439
1420,JEFFERSON COUNTY R-1,1864,COLUMBINE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,406,433,388,409,1636
1420,JEFFERSON COUNTY R-1,1869,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,53,55,57,62,55,73,68,59,53,44,34,28,44,29,714
1420,JEFFERSON COUNTY R-1,1876,CORONADO ELEMENTARY SCHOOL,38,66,84,58,79,88,88,50,0,0,0,0,0,0,551
1420,JEFFERSON COUNTY R-1,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,26,14,17,19,15,17,15,17,47,41,29,27,33,26,343
1420,JEFFERSON COUNTY R-1,1886,CONIFER SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,233,220,276,279,1008
1420,JEFFERSON COUNTY R-1,1976,CREIGHTON MIDDLE SCHOOL,0,0,0,0,0,0,0,0,328,335,0,0,0,0,663
1420,JEFFERSON COUNTY R-1,2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,394,423,383,383,1583
1420,JEFFERSON COUNTY R-1,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,203,193,176,162,163,138,1035
1420,JEFFERSON COUNTY R-1,2130,DEER CREEK MIDDLE SCHOOL,0,0,0,0,0,0,0,0,265,251,0,0,0,0,516
1420,JEFFERSON COUNTY R-1,2194,DEVINNY ELEMENTARY SCHOOL,0,72,77,84,86,95,101,99,0,0,0,0,0,0,614
1420,JEFFERSON COUNTY R-1,2288,DRAKE JUNIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,336,337,0,0,0,0,673
1420,JEFFERSON COUNTY R-1,2300,DUNSTAN MIDDLE SCHOOL,0,0,0,0,0,0,0,0,313,325,0,0,0,0,638
1420,JEFFERSON COUNTY R-1,2322,DUTCH CREEK ELEMENTARY SCHOOL,0,49,30,51,43,56,45,58,0,0,0,0,0,0,332
1420,JEFFERSON COUNTY R-1,2496,EDGEWATER ELEMENTARY SCHOOL,62,64,59,64,54,47,40,51,0,0,0,0,0,0,441
1420,JEFFERSON COUNTY R-1,2550,EIBER ELEMENTARY SCHOOL,0,67,64,62,54,64,69,47,0,0,0,0,0,0,427
1420,JEFFERSON COUNTY R-1,2616,ELK CREEK ELEMENTARY SCHOOL,0,41,57,50,58,57,76,0,0,0,0,0,0,0,339
1420,JEFFERSON COUNTY R-1,2799,EXCEL ACADEMY CHARTER SCHOOL,0,43,49,59,56,58,57,50,34,43,0,0,0,0,449
1420,JEFFERSON COUNTY R-1,2820,EVERITT MIDDLE SCHOOL,0,0,0,0,0,0,0,0,228,250,0,0,0,0,478
1420,JEFFERSON COUNTY R-1,2832,EVERGREEN MIDDLE SCHOOL,0,0,0,0,0,0,0,198,265,199,0,0,0,0,662
1420,JEFFERSON COUNTY R-1,2836,EVERGREEN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,258,279,215,236,988
1420,JEFFERSON COUNTY R-1,2866,FAIRMOUNT ELEMENTARY SCHOOL,0,85,117,93,75,88,78,62,0,0,0,0,0,0,598
1420,JEFFERSON COUNTY R-1,2946,FITZMORRIS ELEMENTARY SCHOOL,0,28,37,31,31,42,25,31,0,0,0,0,0,0,225
1420,JEFFERSON COUNTY R-1,2963,FALCON BLUFFS MIDDLE SCHOOL,0,0,0,0,0,0,0,147,280,251,0,0,0,0,678
1420,JEFFERSON COUNTY R-1,3025,FOOTHILLS ELEMENTARY SCHOOL,34,53,46,45,37,44,47,26,0,0,0,0,0,0,332
1420,JEFFERSON COUNTY R-1,3088,FOSTER ELEMENTARY SCHOOL,57,63,69,69,49,55,64,43,0,0,0,0,0,0,469
1420,JEFFERSON COUNTY R-1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,56,41,50,38,45,31,38,33,0,0,0,0,0,0,332
1420,JEFFERSON COUNTY R-1,3216,FREMONT ELEMENTARY SCHOOL,0,54,58,58,53,51,40,51,0,0,0,0,0,0,365
1420,JEFFERSON COUNTY R-1,3250,NORMA ANDERSON PRESCHOOL,115,0,0,0,0,0,0,0,0,0,0,0,0,0,115
1420,JEFFERSON COUNTY R-1,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,0,39,49,37,35,48,31,49,0,0,0,0,0,0,288
1420,JEFFERSON COUNTY R-1,3502,GOLDEN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,304,361,342,289,1296
1420,JEFFERSON COUNTY R-1,3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,0,64,70,65,62,70,78,79,0,0,0,0,0,0,488
1420,JEFFERSON COUNTY R-1,3622,GREEN GABLES ELEMENTARY SCHOOL,0,49,40,44,41,43,61,54,0,0,0,0,0,0,332
1420,JEFFERSON COUNTY R-1,3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,106,48,50,38,39,33,30,34,0,0,0,0,0,0,378
1420,JEFFERSON COUNTY R-1,3628,GREEN MOUNTAIN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,299,349,344,359,1351
1420,JEFFERSON COUNTY R-1,3726,HACKBERRY HILL ELEMENTARY SCHOOL,0,39,64,64,73,76,74,82,0,0,0,0,0,0,472
1420,JEFFERSON COUNTY R-1,4190,HUTCHINSON ELEMENTARY SCHOOL,0,58,59,53,61,60,64,59,0,0,0,0,0,0,414
1420,JEFFERSON COUNTY R-1,4402,JEFFERSON ACADEMY CHARTER SCHOOL,0,42,56,56,57,56,56,54,0,0,0,0,0,0,377
1420,JEFFERSON COUNTY R-1,4404,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,82,86,0,0,0,0,168
1420,JEFFERSON COUNTY R-1,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,0,0,0,0,0,0,0,0,0,1,10,19,22,40,92
1420,JEFFERSON COUNTY R-1,4410,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,98,84,63,45,290
1420,JEFFERSON COUNTY R-1,4422,JEFFERSON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,153,145,176,125,599
