DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,PK,K,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL
0560,SANFORD 6J,7612,SANFORD ELEMENTARY SCHOOL,25,29,15,31,33,21,29,31,0,0,0,0,0,0,214
0560,SANFORD 6J,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,29,16,19,20,18,24,126
0560,SANFORD 6J,,DISTRICT TOTAL,25,29,15,31,33,21,29,31,29,16,19,20,18,24,340
0580,SOUTH CONEJOS RE-10,0248,GUADALUPE ELEMENTARY SCHOOL,8,15,18,18,20,18,10,22,0,0,0,0,0,0,129
0580,SOUTH CONEJOS RE-10,0250,ANTONITO JUNIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,20,25,0,0,0,0,45
0580,SOUTH CONEJOS RE-10,0252,ANTONITO HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,19,29,27,31,106
0580,SOUTH CONEJOS RE-10,,DISTRICT TOTAL,8,15,18,18,20,18,10,22,20,25,19,29,27,31,280
0640,CENTENNIAL R-1,1396,CENTENNIAL JUNIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,15,12,0,0,0,0,27
0640,CENTENNIAL R-1,1398,CENTENNIAL HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,26,17,27,12,82
0640,CENTENNIAL R-1,7588,CENTENNIAL ELEMENTARY SCHOOL,11,11,16,21,14,13,14,11,0,0,0,0,0,0,111
0640,CENTENNIAL R-1,,DISTRICT TOTAL,11,11,16,21,14,13,14,11,15,12,26,17,27,12,220
0740,SIERRA GRANDE R-30,7876,SIERRA GRANDE ELEMENTARY SCHOOL,0,13,30,14,20,20,19,0,0,0,0,0,0,0,116
0740,SIERRA GRANDE R-30,7878,SIERRA GRANDE MIDDLE SCHOOL,0,0,0,0,0,0,0,13,14,31,0,0,0,0,58
0740,SIERRA GRANDE R-30,7880,SIERRA GRANDE SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,23,23,13,19,78
0740,SIERRA GRANDE R-30,,DISTRICT TOTAL,0,13,30,14,20,20,19,13,14,31,23,23,13,19,252
0770,CROWLEY COUNTY RE-1-J,1967,CROWLEY COUNTY ONLINE ACADEMY,0,0,0,0,0,0,0,0,0,0,7,6,3,4,20
0770,CROWLEY COUNTY RE-1-J,2050,CROWLEY COUNTY ELEMENTARY SCHOOL,0,41,29,28,34,33,44,0,0,0,0,0,0,0,209
0770,CROWLEY COUNTY RE-1-J,2054,CROWLEY COUNTY WARD MIDDLE SCHOOL,0,0,0,0,0,0,0,43,39,25,0,0,0,0,107
0770,CROWLEY COUNTY RE-1-J,2058,CROWLEY COUNTY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,43,41,42,33,159
0770,CROWLEY COUNTY RE-1-J,,DISTRICT TOTAL,0,41,29,28,34,33,44,43,39,25,50,47,45,37,495
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2088,CUSTER COUNTY ELEMENTARY SCHOOL,32,23,27,25,23,33,35,0,0,0,0,0,0,0,198
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2091,CUSTER MIDDLE SCHOOL,0,0,0,0,0,0,0,34,39,40,0,0,0,0,113
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2092,CUSTER COUNTY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,46,39,43,50,178
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,,DISTRICT TOTAL,32,23,27,25,23,33,35,34,39,40,46,39,43,50,489
0870,DELTA COUNTY 50(J),0489,BACKPACK EARLY LEARNING ACADEMY,166,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0870,DELTA COUNTY 50(J),1372,CEDAREDGE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,72,83,66,60,281
0870,DELTA COUNTY 50(J),1375,CEDAREDGE MIDDLE SCHOOL,0,0,0,0,0,0,0,75,67,72,0,0,0,0,214
0870,DELTA COUNTY 50(J),1952,CRAWFORD ELEMENTARY SCHOOL,16,16,11,16,13,18,13,7,19,14,0,0,0,0,143
0870,DELTA COUNTY 50(J),2152,DELTA ACADEMY OF APPLIED LEARNING,0,0,0,0,0,0,0,6,12,8,0,0,0,0,26
0870,DELTA COUNTY 50(J),2155,DELTA COUNTY OPPORTUNITY SCHOOL,0,0,0,0,0,0,0,0,0,4,4,17,24,47,96
0870,DELTA COUNTY 50(J),2160,DELTA MIDDLE SCHOOL,0,0,0,0,0,0,0,157,161,164,0,0,0,0,482
0870,DELTA COUNTY 50(J),2164,DELTA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,168,183,170,164,685
0870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,0,8,14,13,8,17,15,22,28,21,25,32,27,30,260
0870,DELTA COUNTY 50(J),3330,GARNET MESA ELEMENTARY SCHOOL,0,98,87,92,92,77,84,0,0,0,0,0,0,0,530
0870,DELTA COUNTY 50(J),4124,HOTCHKISS ELEMENTARY SCHOOL,26,43,46,29,41,34,36,45,50,54,0,0,0,0,404
0870,DELTA COUNTY 50(J),4128,HOTCHKISS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,71,74,65,60,270
0870,DELTA COUNTY 50(J),4182,CEDAREDGE ELEMENTARY SCHOOL,0,70,72,69,62,72,77,0,0,0,0,0,0,0,422
0870,DELTA COUNTY 50(J),4965,LAMBORN VISION SCHOOL,0,0,5,8,3,0,1,0,5,3,2,3,2,4,36
0870,DELTA COUNTY 50(J),5154,LINCOLN ELEMENTARY SCHOOL,0,87,93,90,87,81,87,0,0,0,0,0,0,0,525
0870,DELTA COUNTY 50(J),6298,NORTH FORK MONTESSORI SCHOOL,16,8,8,10,10,8,8,9,0,0,0,0,0,0,77
0870,DELTA COUNTY 50(J),6700,PAONIA ELEMENTARY SCHOOL,0,25,34,25,31,32,42,41,0,0,0,0,0,0,230
0870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,0,0,0,0,0,0,0,0,46,38,37,40,32,47,240
0870,DELTA COUNTY 50(J),8419,SURFACE CREEK VISION SCHOOL,0,11,13,10,6,15,12,15,16,16,16,21,25,15,191
0870,DELTA COUNTY 50(J),9146,NORTH FORK VISION SCHOOL,0,3,2,1,2,6,2,3,5,8,6,6,7,8,59
0870,DELTA COUNTY 50(J),,DISTRICT TOTAL,224,369,385,363,355,360,377,380,409,402,401,459,418,435,5337
0880,DENVER COUNTY 1,0010,ABRAHAM LINCOLN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,644,495,397,363,1899
0880,DENVER COUNTY 1,0040,RIDGE VIEW ACADEMY CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,101,120,70,90,381
0880,DENVER COUNTY 1,0067,ACADEMY OF URBAN LEARNING,0,0,0,0,0,0,0,0,0,0,0,16,37,47,100
0880,DENVER COUNTY 1,0133,EMERSON STREET SCHOOL,0,0,0,0,0,0,0,0,2,9,28,8,0,0,47
0880,DENVER COUNTY 1,0220,AMESSE ELEMENTARY SCHOOL,69,92,100,88,97,93,86,0,0,0,0,0,0,0,625
0880,DENVER COUNTY 1,0388,ASBURY ELEMENTARY SCHOOL,47,56,53,54,49,54,42,0,0,0,0,0,0,0,355
0880,DENVER COUNTY 1,0408,VALDEZ ELEMENTARY SCHOOL,87,49,39,43,47,46,32,19,27,0,0,0,0,0,389
0880,DENVER COUNTY 1,0418,ASHLEY ELEMENTARY SCHOOL,38,52,63,56,52,50,47,0,0,0,0,0,0,0,358
0880,DENVER COUNTY 1,0520,BARNUM ELEMENTARY SCHOOL,32,75,87,65,67,75,69,0,0,0,0,0,0,0,470
0880,DENVER COUNTY 1,0540,BARRETT ELEMENTARY SCHOOL,30,37,36,34,28,27,34,0,0,0,0,0,0,0,226
0880,DENVER COUNTY 1,0650,BEACH COURT ELEMENTARY SCHOOL,32,45,46,55,51,39,46,0,0,0,0,0,0,0,314
0880,DENVER COUNTY 1,0964,BRADLEY ELEMENTARY SCHOOL,96,87,80,70,64,57,49,0,0,0,0,0,0,0,503
0880,DENVER COUNTY 1,1056,BROMWELL ELEMENTARY SCHOOL,0,51,55,53,53,52,53,0,0,0,0,0,0,0,317
0880,DENVER COUNTY 1,1076,BROWN ELEMENTARY SCHOOL,36,80,106,59,69,65,46,0,0,0,0,0,0,0,461
0880,DENVER COUNTY 1,1106,BRYANT WEBSTER K-8 SCHOOL,16,47,49,36,51,48,61,51,50,47,0,0,0,0,456
0880,DENVER COUNTY 1,1319,FRED N THOMAS CAREER EDUCATION CENTER,0,0,0,0,0,0,0,0,0,0,119,97,95,79,390
0880,DENVER COUNTY 1,1324,CARSON ELEMENTARY SCHOOL,32,55,76,78,64,55,46,0,0,0,0,0,0,0,406
0880,DENVER COUNTY 1,1345,CESAR CHAVEZ ACADEMY DENVER,0,36,45,41,43,43,26,36,38,25,0,0,0,0,333
0880,DENVER COUNTY 1,1400,CENTENNIAL K-8 SCHOOL,36,71,63,57,67,71,62,56,57,44,0,0,0,0,584
0880,DENVER COUNTY 1,1528,CHELTENHAM ELEMENTARY SCHOOL,64,80,85,75,64,79,59,0,0,0,0,0,0,0,506
0880,DENVER COUNTY 1,1748,COLORADO HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,64,82,59,205
0880,DENVER COUNTY 1,1774,COLFAX ELEMENTARY SCHOOL,61,64,67,54,44,47,41,0,0,0,0,0,0,0,378
0880,DENVER COUNTY 1,1785,COLE ARTS AND SCIENCE ACADEMY,49,76,85,68,62,58,63,50,57,56,0,0,0,0,624
0880,DENVER COUNTY 1,1788,COLLEGE VIEW ELEMENTARY SCHOOL,69,78,65,74,53,63,53,0,0,0,0,0,0,0,455
0880,DENVER COUNTY 1,1816,COLUMBIAN ELEMENTARY SCHOOL,48,39,53,49,46,49,35,0,0,0,0,0,0,0,319
0880,DENVER COUNTY 1,1846,COLUMBINE ELEMENTARY SCHOOL,36,49,47,37,34,46,38,23,0,0,0,0,0,0,310
0880,DENVER COUNTY 1,1866,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,3,104,96,0,0,203
0880,DENVER COUNTY 1,1887,CONNECTIONS ACADEMY,0,59,54,55,67,76,76,96,126,122,188,95,28,18,1060
0880,DENVER COUNTY 1,1908,CORY ELEMENTARY SCHOOL,44,69,75,69,64,65,65,0,0,0,0,0,0,0,451
0880,DENVER COUNTY 1,1928,COWELL ELEMENTARY SCHOOL,63,87,81,86,80,83,53,0,0,0,0,0,0,0,533
0880,DENVER COUNTY 1,2027,POLARIS AT EBERT ELEMENTARY SCHOOL,0,25,50,54,55,71,80,0,0,0,0,0,0,0,335
0880,DENVER COUNTY 1,2174,DENISON MONTESSORI SCHOOL,108,56,59,54,44,44,38,27,0,0,0,0,0,0,430
0880,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,0,0,0,0,0,0,0,98,108,120,94,64,45,38,567
0880,DENVER COUNTY 1,2184,DENVER SCHOOL OF THE ARTS,0,0,0,0,0,0,0,145,142,154,132,139,114,123,949
0880,DENVER COUNTY 1,2185,DENVER SCHOOL OF SCIENCE AND TECHNOLOGY,0,0,0,0,0,0,0,138,140,0,138,127,101,84,728
0880,DENVER COUNTY 1,2187,DENVER VENTURE CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,74,55,0,0,129
0880,DENVER COUNTY 1,2258,DOULL ELEMENTARY SCHOOL,64,83,93,63,66,65,60,0,0,0,0,0,0,0,494
0880,DENVER COUNTY 1,2364,EAGLETON ELEMENTARY SCHOOL,32,71,59,63,59,65,51,0,0,0,0,0,0,0,400
0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,698,532,490,439,2159
0880,DENVER COUNTY 1,2506,EDISON ELEMENTARY SCHOOL,39,81,99,96,92,79,80,0,0,0,0,0,0,0,566
0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,85,84,94,79,74,84,66,0,0,0,0,0,0,0,566
0880,DENVER COUNTY 1,2726,EMILY GRIFFITH OPPORTUNITY SCHOOL,0,0,0,0,0,0,0,0,0,0,49,88,111,326,574
0880,DENVER COUNTY 1,2755,ENVISION LEADERSHIP PREP,0,0,0,0,0,0,0,115,0,0,64,0,0,0,179
0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,0,0,0,0,0,0,0,0,4,12,22,30,11,6,85
0880,DENVER COUNTY 1,2856,FAIRMONT K-8 SCHOOL,68,58,44,45,36,46,27,35,27,28,0,0,0,0,414
0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,47,55,45,34,30,26,16,0,0,0,0,0,0,0,253
0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,60,53,35,28,176
0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,64,74,81,72,80,62,71,0,0,0,0,0,0,0,504
0880,DENVER COUNTY 1,3038,FORD ELEMENTARY SCHOOL,105,116,98,104,98,84,91,0,0,0,0,0,0,0,696
0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,32,58,58,50,53,52,51,0,0,0,0,0,0,0,354
0880,DENVER COUNTY 1,3340,ARCHULETA ELEMENTARY SCHOOL,32,105,128,112,107,101,100,0,0,0,0,0,0,0,685
0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,525,320,305,341,1491
0880,DENVER COUNTY 1,3426,GILPIN K-8 SCHOOL,68,47,28,28,32,30,31,11,24,34,0,0,0,0,333
0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,64,63,73,65,56,67,54,0,0,0,0,0,0,0,442
0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,64,103,79,101,99,93,79,0,0,0,0,0,0,0,618
0880,DENVER COUNTY 1,3600,GRANT MIDDLE SCHOOL,0,0,0,0,0,0,0,155,101,118,0,0,0,0,374
0880,DENVER COUNTY 1,3605,GRANT RANCH K-8 SCHOOL,46,64,81,64,83,66,79,81,75,81,0,0,0,0,720
0880,DENVER COUNTY 1,3638,GREENLEE K-8 SCHOOL,66,76,88,75,77,51,63,36,31,30,0,0,0,0,593
0880,DENVER COUNTY 1,3641,GREEN VALLEY ELEMENTARY SCHOOL,77,104,95,112,95,79,95,0,0,0,0,0,0,0,657
0880,DENVER COUNTY 1,3647,GREENWOOD ELEMENTARY SCHOOL,50,104,90,112,104,83,85,60,45,49,0,0,0,0,782
0880,DENVER COUNTY 1,3704,GUST ELEMENTARY SCHOOL,122,99,77,68,65,60,70,0,0,0,0,0,0,0,561
0880,DENVER COUNTY 1,3746,HAMILTON MIDDLE SCHOOL,0,0,0,0,0,0,0,350,312,306,0,0,0,0,968
0880,DENVER COUNTY 1,3778,HARRINGTON ELEMENTARY SCHOOL,48,68,65,70,56,60,52,56,0,0,0,0,0,0,475
0880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY CHARTER SCHOOL,0,46,53,54,54,52,54,52,53,46,0,0,0,0,464
0880,DENVER COUNTY 1,3990,HILL CAMPUS OF ARTS AND SCIENCES,0,0,0,0,0,0,0,297,254,290,0,0,0,0,841
0880,DENVER COUNTY 1,4074,HOLM ELEMENTARY SCHOOL,34,95,107,83,82,72,57,0,0,0,0,0,0,0,530
0880,DENVER COUNTY 1,4140,HOWELL K-8 SCHOOL,64,73,76,69,81,62,66,92,85,92,0,0,0,0,760
0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,388,297,214,222,1121
0880,DENVER COUNTY 1,4450,JOHNSON ELEMENTARY SCHOOL,32,64,65,71,61,50,53,0,0,0,0,0,0,0,396
0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,0,0,0,0,0,0,0,0,0,0,49,25,14,7,95
0880,DENVER COUNTY 1,4498,KAISER ELEMENTARY SCHOOL,63,54,50,44,41,39,35,0,0,0,0,0,0,0,326
0880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,0,0,0,0,0,0,0,347,375,316,0,0,0,0,1038
0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,129,0,0,0,129
0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,0,0,0,0,0,0,104,103,90,74,0,0,0,0,371
0880,DENVER COUNTY 1,4762,KNAPP ELEMENTARY SCHOOL,65,103,96,105,100,102,61,0,0,0,0,0,0,0,632
0880,DENVER COUNTY 1,4782,KNIGHT FUNDAMENTAL SCHOOL,53,37,50,50,48,48,43,0,0,0,0,0,0,0,329
0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,0,51,46,47,51,49,53,155,55,137,0,0,0,0,644
0880,DENVER COUNTY 1,4910,LAKE MIDDLE SCHOOL,0,0,0,0,0,0,0,190,169,209,0,0,0,0,568
0880,DENVER COUNTY 1,5129,LIFE SKILLS CENTER OF DENVER,0,0,0,0,0,0,0,0,0,0,89,102,85,32,308
0880,DENVER COUNTY 1,5158,LINCOLN ELEMENTARY SCHOOL,80,51,52,49,45,34,22,0,0,0,0,0,0,0,333
0880,DENVER COUNTY 1,5342,LOWRY ELEMENTARY SCHOOL,35,81,77,79,68,68,75,0,0,0,0,0,0,0,483
0880,DENVER COUNTY 1,5430,MANNY MARTINEZ MIDDLE SCHOOL,0,0,0,0,0,0,0,90,60,59,0,0,0,0,209
0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,98,113,92,0,303
0880,DENVER COUNTY 1,5578,MARRAMA ELEMENTARY SCHOOL,35,80,84,80,67,77,105,0,0,0,0,0,0,0,528
0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING MIDDLE COLLEGE,0,0,0,0,0,0,0,256,235,270,120,109,77,75,1142
0880,DENVER COUNTY 1,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,0,60,31,43,0,0,0,0,0,0,0,0,0,0,134
0880,DENVER COUNTY 1,5644,MAXWELL ELEMENTARY SCHOOL,80,76,93,87,88,97,83,0,0,0,0,0,0,0,604
0880,DENVER COUNTY 1,5685,MC GLONE ELEMENTARY SCHOOL,65,93,82,84,65,76,62,0,0,0,0,0,0,0,527
0880,DENVER COUNTY 1,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,20,27,40,37,45,37,37,0,0,0,0,0,0,0,243
0880,DENVER COUNTY 1,5716,MC MEEN ELEMENTARY SCHOOL,52,135,108,120,102,84,73,0,0,0,0,0,0,0,674
0880,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,0,0,0,0,0,0,0,183,178,164,0,0,0,0,525
0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,74,71,49,58,252
0880,DENVER COUNTY 1,5995,MONTBELLO HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,581,465,297,341,1684
0880,DENVER COUNTY 1,5998,OAKLAND ELEMENTARY SCHOOL,49,83,88,80,81,67,80,0,0,0,0,0,0,0,528
0880,DENVER COUNTY 1,6002,MONTCLAIR ELEMENTARY SCHOOL,18,75,80,83,82,66,64,0,0,0,0,0,0,0,468
0880,DENVER COUNTY 1,6088,MOORE K-8 SCHOOL,21,56,44,39,64,41,43,59,26,24,0,0,0,0,417
0880,DENVER COUNTY 1,6098,MOREY MIDDLE SCHOOL,0,0,0,0,0,0,0,231,277,300,0,0,0,0,808
0880,DENVER COUNTY 1,6188,MUNROE ELEMENTARY SCHOOL,49,92,110,77,92,79,72,0,0,0,0,0,0,0,571
0880,DENVER COUNTY 1,6254,NEWLON ELEMENTARY SCHOOL,32,100,92,82,93,72,65,0,0,0,0,0,0,0,536
0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,391,220,152,190,953
0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,0,0,0,0,0,0,0,100,154,158,124,101,88,74,799
0880,DENVER COUNTY 1,6394,NORTHEAST ACADEMY CHARTER SCHOOL,0,47,58,52,62,58,57,52,50,25,0,0,0,0,461
0880,DENVER COUNTY 1,6397,ACADEMIA ANA MARIE SANDOVAL,107,57,51,44,36,32,31,28,0,0,0,0,0,0,386
0880,DENVER COUNTY 1,6479,ODYSSEY CHARTER ELEMENTARY SCHOOL,0,24,26,24,26,24,26,25,23,27,0,0,0,0,225
0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,0,93,93,105,101,90,90,77,78,72,0,0,0,0,799
0880,DENVER COUNTY 1,6509,ONLINE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,41,29,24,34,128
0880,DENVER COUNTY 1,6676,PALMER ELEMENTARY SCHOOL,51,78,49,43,45,43,41,0,0,0,0,0,0,0,350
0880,DENVER COUNTY 1,6754,PARK HILL SCHOOL,23,70,94,84,77,77,75,0,0,0,0,0,0,0,500
0880,DENVER COUNTY 1,6784,NOEL MIDDLE SCHOOL,0,0,0,0,0,0,0,280,223,237,0,0,0,0,740
0880,DENVER COUNTY 1,6912,PHILIPS ELEMENTARY SCHOOL,33,33,26,27,16,24,19,0,0,0,0,0,0,0,178
0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,24,44,47,44,39,43,35,25,0,0,0,0,0,0,301
0880,DENVER COUNTY 1,6970,PITT-WALLER K-8 SCHOOL,53,80,104,95,113,108,101,116,82,79,0,0,0,0,931
0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,43,102,95,95,103,102,100,89,74,58,0,0,0,0,861
0880,DENVER COUNTY 1,7163,PREP ASSESSMENT CENTER,0,0,0,0,0,0,0,0,9,7,12,0,0,113,141
0880,DENVER COUNTY 1,7199,P.S.1 CHARTER SCHOOL,0,0,0,0,0,0,0,8,9,10,81,62,38,25,233
0880,DENVER COUNTY 1,7370,RISHEL MIDDLE SCHOOL,0,0,0,0,0,0,0,0,135,126,0,0,0,0,261
0880,DENVER COUNTY 1,7554,SABIN WORLD SCHOOL,61,90,84,74,88,96,72,0,0,0,0,0,0,0,565
0880,DENVER COUNTY 1,7578,SAMUELS ELEMENTARY SCHOOL,78,99,87,91,94,76,72,0,0,0,0,0,0,0,597
0880,DENVER COUNTY 1,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,62,110,121,100,105,85,70,0,0,0,0,0,0,0,653
0880,DENVER COUNTY 1,7698,SCHMITT ELEMENTARY SCHOOL,48,73,66,64,56,51,53,0,0,0,0,0,0,0,411
0880,DENVER COUNTY 1,7942,SKINNER MIDDLE SCHOOL,0,0,0,0,0,0,0,122,97,95,0,0,0,0,314
0880,DENVER COUNTY 1,7947,SKYLAND COMMUNITY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,18,33,18,32,101
0880,DENVER COUNTY 1,7972,SLAVENS K-8 SCHOOL,21,60,56,71,51,49,54,52,52,43,0,0,0,0,509
0880,DENVER COUNTY 1,7992,SMILEY MIDDLE SCHOOL,0,0,0,0,0,0,0,71,126,157,0,0,0,0,354
0880,DENVER COUNTY 1,8006,SMITH ELEMENTARY SCHOOL,82,81,59,74,62,65,51,0,0,0,0,0,0,0,474
0880,DENVER COUNTY 1,8054,HENRY WORLD SCHOOL GRADES 6-8,0,0,0,0,0,0,0,315,312,288,0,0,0,0,915
0880,DENVER COUNTY 1,8085,WEST DENVER PREP:  FEDERAL CAMPUS,0,0,0,0,0,0,0,120,110,96,0,0,0,0,326
0880,DENVER COUNTY 1,8086,SOUTH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,496,351,236,309,1392
0880,DENVER COUNTY 1,8132,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,62,87,88,97,334
0880,DENVER COUNTY 1,8138,SOUTHMOOR ELEMENTARY SCHOOL,35,56,71,85,73,84,64,0,0,0,0,0,0,0,468
0880,DENVER COUNTY 1,8222,STECK ELEMENTARY SCHOOL,30,51,70,54,51,53,51,0,0,0,0,0,0,0,360
0880,DENVER COUNTY 1,8232,STEDMAN ELEMENTARY SCHOOL,50,77,57,55,56,56,42,0,0,0,0,0,0,0,393
0880,DENVER COUNTY 1,8242,STEELE ELEMENTARY SCHOOL,31,78,76,70,72,67,52,0,0,0,0,0,0,0,446
0880,DENVER COUNTY 1,8422,SWANSEA ELEMENTARY SCHOOL,66,92,98,88,81,71,72,0,0,0,0,0,0,0,568
0880,DENVER COUNTY 1,8776,TELLER ELEMENTARY SCHOOL,38,51,80,64,56,46,55,0,0,0,0,0,0,0,390
0880,DENVER COUNTY 1,8822,THOMAS JEFFERSON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,350,258,233,237,1078
0880,DENVER COUNTY 1,8888,TRAYLOR ELEMENTARY SCHOOL,49,74,96,84,109,87,92,0,0,0,0,0,0,0,591
0880,DENVER COUNTY 1,8909,TREVISTA ECE-8 AT HORACE MANN,41,88,79,61,56,68,71,77,77,76,0,0,0,0,694
0880,DENVER COUNTY 1,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,71,79,76,71,77,57,50,0,0,0,0,0,0,0,481
0880,DENVER COUNTY 1,9050,VALVERDE ELEMENTARY SCHOOL,35,77,75,67,62,71,55,0,0,0,0,0,0,0,442
0880,DENVER COUNTY 1,9389,WEST DENVER PREP: HARVEY PARK CAMPUS,0,0,0,0,0,0,0,120,0,0,0,0,0,0,120
0880,DENVER COUNTY 1,9408,WEST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,278,195,141,182,796
0880,DENVER COUNTY 1,9425,WESTERLY CREEK ELEMENTARY,79,95,75,68,52,0,0,0,0,0,0,0,0,0,369
0880,DENVER COUNTY 1,9496,CASTRO ELEMENTARY SCHOOL,66,106,125,111,104,83,94,0,0,0,0,0,0,0,689
0880,DENVER COUNTY 1,9548,WHITTIER K-8 SCHOOL,25,50,33,26,31,22,27,25,31,19,0,0,0,0,289
0880,DENVER COUNTY 1,9623,WILLIAM (BILL) ROBERTS K-8 SCHOOL,122,150,102,75,76,78,69,40,25,38,0,0,0,0,775
0880,DENVER COUNTY 1,9739,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,0,89,84,84,77,84,83,56,62,59,0,0,0,0,678
0880,DENVER COUNTY 1,,DISTRICT TOTAL,4537,6914,6931,6490,6294,5931,5652,5491,4952,4889,6421,4917,3767,4069,77255
0890,DOLORES COUNTY RE NO.2,0050,RICO ELEMENTARY SCHOOL,6,1,2,1,4,1,0,1,0,0,0,0,0,0,16
0890,DOLORES COUNTY RE NO.2,2216,DOVE CREEK HIGH SCHOOL,0,0,0,0,0,0,0,0,17,33,16,17,18,24,125
0890,DOLORES COUNTY RE NO.2,7764,SEVENTH STREET ELEMENTARY SCHOOL,20,22,24,16,22,17,16,13,0,0,0,0,0,0,150
0890,DOLORES COUNTY RE NO.2,,DISTRICT TOTAL,26,23,26,17,26,18,16,14,17,33,16,17,18,24,291
0900,DOUGLAS COUNTY RE 1,0011,ACADEMY CHARTER SCHOOL,0,74,78,80,71,75,73,66,57,63,0,0,0,0,637
0900,DOUGLAS COUNTY RE 1,0012,ACRES GREEN ELEMENTARY SCHOOL,0,98,79,96,126,102,113,94,0,0,0,0,0,0,708
